gene	total_expr_left (6OHDA+NDST3)	total_expr_right (6-OHDA)	expr_difference
Tmem273	2	1	1
Tmem30c	2	1	1
Tmem37	1	0	1
Tmem61	1	0	1
Tmigd1	1	0	1
Tmprss4	1	0	1
Tmsb15b1	7	6	1
Tnfsf11	4	3	1
Tnip3	1	0	1
Tns4	1	0	1
Traj19	1	0	1
Traj21	1	0	1
Traj40	1	0	1
Traj47	1	0	1
Trib1	8	7	1
Trim38	1	0	1
Trim55	1	0	1
Trim67	212	211	1
Trim72	5	4	1
Tsga13	4	3	1
Tssk6	1	0	1
Ttll6	1	0	1
Tyro3	35	34	1
Ugt1a5	3	2	1
Upk1b	1	0	1
Upp1	7	6	1
Usp50	1	0	1
Uts2r	4	3	1
Vmn2r1	17	16	1
Vmn2r118	1	0	1
Vmn2r91	1	0	1
Vsx1	1	0	1
Wbp2nl	2	1	1
Wdr27	1	0	1
Wdr72	1	0	1
Wdr86	1	0	1
Wfdc10	1	0	1
Wnt11	4	3	1
Xirp1	1	0	1
Zdhhc24	28	27	1
Zfp113	3	2	1
Zfp119a	15	14	1
Zfp456	2	1	1
Zfp473	12	11	1
Zfp647	41	40	1
Zfp712	1	0	1
Zfp758	6	5	1
Zfp800	4	3	1
Zfp819	3	2	1
Zfp872	2	1	1
Zfp981	1	0	1
Zfp983	95	94	1
Zpbp2	8	7	1
Zscan10	1	0	1
1110025L11Rik	0	0	0
1110057P08Rik	0	0	0
1300017J02Rik	0	0	0
1500009L16Rik	0	0	0
1700001K19Rik	0	0	0
1700003H04Rik	0	0	0
1700006A11Rik	0	0	0
1700008P02Rik	0	0	0
1700009N14Rik	0	0	0
1700011M02Rik	0	0	0
1700012A03Rik	0	0	0
1700012B07Rik	0	0	0
1700012P22Rik	0	0	0
1700013G24Rik	0	0	0
1700015F17Rik	0	0	0
1700015G11Rik	0	0	0
1700016C15Rik	0	0	0
1700016H13Rik	0	0	0
1700017B05Rik	5	5	0
1700017D01Rik	0	0	0
1700017N19Rik	0	0	0
1700018F24Rik	0	0	0
1700018G05Rik	0	0	0
1700020A23Rik	0	0	0
1700020N01Rik	0	0	0
1700021F07Rik	0	0	0
1700022I11Rik	0	0	0
1700024B05Rik	0	0	0
1700024P04Rik	0	0	0
1700025B11Rik	0	0	0
1700025C18Rik	0	0	0
1700025F22Rik	0	0	0
1700029F12Rik	0	0	0
1700029I15Rik	0	0	0
1700029P11Rik	0	0	0
1700031F05Rik	0	0	0
1700031L13Rik	0	0	0
1700034E13Rik	0	0	0
1700034J05Rik	0	0	0
1700042G07Rik	0	0	0
1700057G04Rik	0	0	0
1700061G19Rik	0	0	0
1700067P10Rik	0	0	0
1700069L16Rik	0	0	0
1700074P13Rik	0	0	0
1700080O16Rik	0	0	0
1700113H08Rik	3	3	0
1700122O11Rik	0	0	0
1700123K08Rik	0	0	0
1700129C05Rik	0	0	0
1810009J06Rik	0	0	0
1810024B03Rik	2	2	0
1810046K07Rik	0	0	0
1810065E05Rik	0	0	0
2010003K11Rik	0	0	0
2010106E10Rik	0	0	0
2010109A12Rik	0	0	0
2200002D01Rik	0	0	0
2200002J24Rik	0	0	0
2210010C04Rik	0	0	0
2210017I01Rik	0	0	0
2210407C18Rik	0	0	0
2300003K06Rik	0	0	0
2310002L09Rik	0	0	0
2310003L06Rik	0	0	0
2310034C09Rik	0	0	0
2310034G01Rik	0	0	0
2310050C09Rik	0	0	0
2310057J18Rik	0	0	0
2310057N15Rik	0	0	0
2310061N02Rik	0	0	0
2310079G19Rik	0	0	0
2610028H24Rik	0	0	0
2610528A11Rik	0	0	0
2610528J11Rik	0	0	0
2900092C05Rik	0	0	0
3110021N24Rik	9	9	0
3425401B19Rik	1	1	0
3830417A13Rik	0	0	0
4921504E06Rik	0	0	0
4921511C20Rik	0	0	0
4921517D22Rik	0	0	0
4921524L21Rik	0	0	0
4921539E11Rik	0	0	0
4922502D21Rik	0	0	0
4930402F06Rik	0	0	0
4930402K13Rik	0	0	0
4930407I10Rik	0	0	0
4930415L06Rik	0	0	0
4930415O20Rik	4	4	0
4930430A15Rik	0	0	0
4930432M17Rik	0	0	0
4930433I11Rik	0	0	0
4930444G20Rik	0	0	0
4930447A16Rik	0	0	0
4930449I24Rik	0	0	0
4930451I11Rik	1	1	0
4930469K13Rik	0	0	0
4930474N05Rik	0	0	0
4930480E11Rik	0	0	0
4930512M02Rik	0	0	0
4930513O06Rik	0	0	0
4930519G04Rik	0	0	0
4930522H14Rik	0	0	0
4930524N10Rik	0	0	0
4930539E08Rik	0	0	0
4930550C14Rik	2	2	0
4930550L24Rik	0	0	0
4930558C23Rik	0	0	0
4930558K02Rik	3	3	0
4930562C15Rik	0	0	0
4930563E22Rik	0	0	0
4930563M21Rik	0	0	0
4930564D02Rik	0	0	0
4930568D16Rik	0	0	0
4930578I06Rik	0	0	0
4930579F01Rik	0	0	0
4930583I09Rik	0	0	0
4930595M18Rik	0	0	0
4930596D02Rik	0	0	0
4931400O07Rik	0	0	0
4931406B18Rik	0	0	0
4931408C20Rik	0	0	0
4931417E11Rik	0	0	0
4931422A03Rik	0	0	0
4931428L18Rik	0	0	0
4931429L15Rik	0	0	0
4932411N23Rik	0	0	0
4932414N04Rik	0	0	0
4932429P05Rik	0	0	0
4933400A11Rik	0	0	0
4933402E13Rik	0	0	0
4933402J07Rik	0	0	0
4933402N03Rik	0	0	0
4933402N22Rik	0	0	0
4933403O08Rik	1	1	0
4933406M09Rik	0	0	0
4933409G03Rik	0	0	0
4933412E24Rik	0	0	0
4933414I15Rik	0	0	0
4933417A18Rik	0	0	0
4933421I07Rik	0	0	0
4933425L06Rik	0	0	0
4933428G20Rik	1	1	0
4933428M09Rik	0	0	0
4933436I01Rik	0	0	0
5530400C23Rik	0	0	0
5530401A14Rik	0	0	0
6030468B19Rik	0	0	0
6030498E09Rik	1	1	0
6430531B16Rik	9	9	0
7420426K07Rik	1	1	0
7530416G11Rik	0	0	0
8030474K03Rik	0	0	0
9130204L05Rik	0	0	0
9130230L23Rik	0	0	0
9130409I23Rik	0	0	0
9230112D13Rik	0	0	0
9330182O14Rik	0	0	0
9430007A20Rik	0	0	0
9430069I07Rik	0	0	0
9530002B09Rik	0	0	0
9530003J23Rik	0	0	0
9530053A07Rik	0	0	0
9630041A04Rik	0	0	0
9830107B12Rik	0	0	0
9930022D16Rik	0	0	0
A030005K14Rik	0	0	0
A030014E15Rik	1	1	0
A1bg	0	0	0
A2ml1	0	0	0
A4gnt	0	0	0
A530016L24Rik	0	0	0
A530032D15Rik	0	0	0
A530064D06Rik	0	0	0
A630010A05Rik	0	0	0
A630023A22Rik	0	0	0
A630073D07Rik	0	0	0
A630076J17Rik	0	0	0
A730009L09Rik	0	0	0
A730046J19Rik	0	0	0
A930009A15Rik	0	0	0
Aadac	0	0	0
Aadacl2	0	0	0
Aadacl3	0	0	0
Aadacl4	0	0	0
AB124611	1	1	0
Abca14	0	0	0
Abca15	0	0	0
Abca16	0	0	0
Abca9	0	0	0
Abcb11	0	0	0
Abcb5	0	0	0
Abcc2	1	1	0
Abcg8	0	0	0
Abhd16b	0	0	0
Abi3bp	8	8	0
Abra	0	0	0
AC124764.1	0	0	0
AC149091.1	0	0	0
AC150683.1	6	6	0
AC151602.1	0	0	0
Ace2	0	0	0
Acer1	0	0	0
Acot10	6	6	0
Acoxl	0	0	0
Acp4	0	0	0
Acrv1	0	0	0
Acsbg2	1	1	0
Acsf2	0	0	0
Acsm1	0	0	0
Acsm2	0	0	0
Acsm3	2	2	0
Acsm4	0	0	0
Acsm5	0	0	0
Actbl2	0	0	0
Acte1	0	0	0
Actl10	0	0	0
Actl11	0	0	0
Actl7a	0	0	0
Actrt1	0	0	0
Actrt2	0	0	0
Adad1	0	0	0
Adad2	0	0	0
Adam1b	0	0	0
Adam2	0	0	0
Adam20	0	0	0
Adam24	0	0	0
Adam25	0	0	0
Adam26a	0	0	0
Adam26b	0	0	0
Adam28	0	0	0
Adam29	0	0	0
Adam3	0	0	0
Adam30	0	0	0
Adam33	4	4	0
Adam34	0	0	0
Adam39	0	0	0
Adam6a	0	0	0
Adam6b	0	0	0
Adam7	0	0	0
Adamdec1	0	0	0
Adamts13	0	0	0
Adgrd1	1	1	0
Adgre4	0	0	0
Adgrf1	0	0	0
Adgrf3	0	0	0
Adgrg2	0	0	0
Adgrg3	5	5	0
Adgrg4	0	0	0
Adgrg7	0	0	0
Adh6a	0	0	0
Adh6b	0	0	0
Adh7	0	0	0
Adm	17	17	0
Adtrp	0	0	0
AF067061	0	0	0
AF366264	0	0	0
Afm	0	0	0
Afp	0	0	0
Agr2	0	0	0
Agr3	0	0	0
Agtr1a	0	0	0
Agxt	0	0	0
Agxt2	0	0	0
Ahctf1	25	25	0
Ahcy	0	0	0
Ahsg	1	1	0
AI987944	0	0	0
Aire	0	0	0
Ajuba	1	1	0
Akap14	1	1	0
Akap4	0	0	0
Aknad1	0	0	0
Akp3	0	0	0
Akr1b7	0	0	0
Akr1c12	0	0	0
Akr1c18	0	0	0
Akr1c19	0	0	0
Akr1c20	0	0	0
Akr1c21	0	0	0
Akr1c6	0	0	0
Akr1cl	0	0	0
Akr1d1	0	0	0
Albfm1	0	0	0
Aldh8a1	2	2	0
Aldoart1	0	0	0
Aldoart2	0	0	0
Alkal1	0	0	0
Alox12	2	2	0
Alox12e	0	0	0
Alox15	0	0	0
Alpi	0	0	0
Alppl2	0	0	0
Alx1	1	1	0
Alx3	0	0	0
Ambp	0	0	0
Amelx	0	0	0
Ampd1	0	0	0
Amtn	0	0	0
Amy2a5	0	0	0
Ang2	0	0	0
Ang4	0	0	0
Ang6	0	0	0
Angptl3	1	1	0
Angptl8	0	0	0
Ankar	0	0	0
Ankk1	0	0	0
Ankrd1	0	0	0
Ankrd33	0	0	0
Ankrd36	0	0	0
Ankrd53	0	0	0
Ankrd60	0	0	0
Anks4b	0	0	0
Ano2	0	0	0
Ano9	0	0	0
Antxrl	0	0	0
Anxa10	0	0	0
Aoc1	0	0	0
Aox1	6	6	0
Aox2	0	0	0
Ap1s3	0	0	0
Apcs	0	0	0
Apoa1	6	6	0
Apoa4	0	0	0
Apob	0	0	0
Apobec4	0	0	0
Apol10a	0	0	0
Apol11a	0	0	0
Apol7c	0	0	0
Apol7e	0	0	0
Apol9b	0	0	0
Apon	1	1	0
Aqp12	0	0	0
Aqp2	0	0	0
Aqp3	0	0	0
Aqp5	1	1	0
Aqp7	0	0	0
Aqp8	0	0	0
Areg	1	1	0
Arfip1	13	13	0
Arg2	6	6	0
Arhgap15	0	0	0
Arhgef38	0	0	0
Arl13a	0	0	0
Arl14	0	0	0
Armc4	0	0	0
Armcx6	53	53	0
Armh1	0	0	0
Armh2	3	3	0
Arrdc5	0	0	0
Art2b	0	0	0
Asb10	0	0	0
Asb12	1	1	0
Asb14	1	1	0
Asb17	0	0	0
Asb9	0	0	0
Ascl4	0	0	0
Ascl5	0	0	0
Asic5	0	0	0
Asprv1	1	1	0
Astl	0	0	0
Asz1	0	0	0
Atf7ip2	0	0	0
Atg4a-ps	0	0	0
Atp12a	0	0	0
Atp1b4	0	0	0
Atp2c2	0	0	0
Atp4b	0	0	0
Atp6v0a4	0	0	0
Atp6v0d2	0	0	0
Atp6v1b1	0	0	0
Atp6v1g3	0	0	0
Atp8b4	0	0	0
AU015836	0	0	0
AU018091	0	0	0
Avpr1b	0	0	0
Avpr2	0	0	0
Awat1	0	0	0
AY761185	0	0	0
Azgp1	0	0	0
B020004J07Rik	0	0	0
B020011L13Rik	0	0	0
B230359F08Rik	0	0	0
B3gnt5	0	0	0
B430306N03Rik	0	0	0
B830017H08Rik	0	0	0
B930094E09Rik	0	0	0
Baiap2l2	0	0	0
Banf2	0	0	0
Barx1	0	0	0
BB014433	0	0	0
BC024139	21	21	0
BC030867	1	1	0
BC048562	0	0	0
BC048671	0	0	0
BC051019	0	0	0
BC051665	0	0	0
BC053393	0	0	0
BC061237	0	0	0
BC080695	0	0	0
BC107364	0	0	0
Bcl2a1d	5	5	0
Bcl2l14	0	0	0
Bdkrb1	0	0	0
Best2	0	0	0
Bex6	0	0	0
Bglap	0	0	0
Bhmt	0	0	0
Bicdl2	0	0	0
Birc3	23	23	0
Birc7	0	0	0
Blk	0	0	0
Bmp10	0	0	0
Bpi	0	0	0
Bpifa3	0	0	0
Bpifa5	0	0	0
Bpifb2	0	0	0
Bpifb4	0	0	0
Bpifb5	0	0	0
Bpifb9a	0	0	0
Bpifb9b	0	0	0
Brdt	0	0	0
Brs3	0	0	0
Bsnd	0	0	0
Bsph1	0	0	0
Bsph2	0	0	0
Btbd18	0	0	0
Btbd19	0	0	0
Btbd35f13	0	0	0
Btbd35f2	0	0	0
Btg1-ps1	0	0	0
Btg1-ps2	0	0	0
Btnl1	0	0	0
Btnl10	0	0	0
Btnl4	0	0	0
Btnl6	0	0	0
Btnl9	0	0	0
C130073F10Rik	0	0	0
C130079G13Rik	0	0	0
C1qtnf3	0	0	0
C1rb	0	0	0
C2cd4d	0	0	0
C330007P06Rik	5	5	0
C330021F23Rik	1	1	0
C6	0	0	0
C87414	0	0	0
C87977	0	0	0
C9	0	0	0
Cabp2	0	0	0
Cabs1	0	0	0
Cacna1s	0	0	0
Calcoco2	0	0	0
Calhm1	0	0	0
Calhm4	0	0	0
Calm4	0	0	0
Calm5	0	0	0
Calml3	0	0	0
Calr4	3	3	0
Camk1g	83	83	0
Camp	0	0	0
Capza3	0	0	0
Car13	38	38	0
Car3	9	9	0
Car5a	0	0	0
Car6	1	1	0
Card11	1	1	0
Catsper1	0	0	0
Catsper3	1	1	0
Catsperb	0	0	0
Cav3	4	4	0
Cavin4	0	0	0
Cblif	0	0	0
Cbr2	0	0	0
Cc2d2b	1	1	0
Cccd201	0	0	0
Ccdc105	12	12	0
Ccdc17	15	15	0
Ccdc170	1	1	0
Ccdc172	0	0	0
Ccdc175	0	0	0
Ccdc178	0	0	0
Ccdc183	0	0	0
ccdc198	0	0	0
Ccdc27	0	0	0
Ccdc38	0	0	0
Ccdc54	0	0	0
Ccdc70	0	0	0
Ccdc73	0	0	0
Ccdc7a	0	0	0
Ccdc7b	0	0	0
Ccdc83	0	0	0
Ccdc89	74	74	0
Ccer1	0	0	0
Ccin	0	0	0
Cckar	0	0	0
Ccl1	0	0	0
Ccl2	0	0	0
Ccl20	0	0	0
Ccl26	0	0	0
Ccn4	0	0	0
Ccnb3	0	0	0
Ccr1	0	0	0
Ccr1l1	0	0	0
Ccr3	0	0	0
Ccr4	0	0	0
Ccr8	0	0	0
Cd160	0	0	0
Cd177	0	0	0
Cd200r2	0	0	0
Cd207	0	0	0
Cd209d	1	1	0
Cd209e	0	0	0
Cd226	0	0	0
Cd247	0	0	0
Cd300lg	4	4	0
Cd40	14	14	0
Cd40lg	0	0	0
Cd55b	0	0	0
Cd69	0	0	0
Cd7	0	0	0
Cd72	0	0	0
Cd79a	3	3	0
Cd8a	3	3	0
Cd96	0	0	0
Cdcp2	0	0	0
Cdh1	0	0	0
Cdh16	0	0	0
Cdh26	0	0	0
Cdhr5	1	1	0
Cdk8	0	0	0
Cdkn2a	0	0	0
Cdr1	0	0	0
Cdrt4	6	6	0
Cdx2	0	0	0
Cdx4	0	0	0
Ceacam11	0	0	0
Ceacam12	0	0	0
Ceacam14	0	0	0
Ceacam16	0	0	0
Ceacam19	0	0	0
Ceacam3	0	0	0
Ceacam5	0	0	0
Ceacam9	0	0	0
Cela2a	0	0	0
Cela3a	0	0	0
Cela3b	0	0	0
Cenpf	2	2	0
Cenph	10	10	0
Cer1	0	0	0
Ces1a	0	0	0
Ces1b	0	0	0
Ces1d	0	0	0
Ces1e	0	0	0
Ces1g	0	0	0
Ces1h	0	0	0
Ces2a	0	0	0
Ces2b	0	0	0
Ces2c	0	0	0
Ces2e	0	0	0
Ces2f	0	0	0
Ces2h	0	0	0
Ces3a	1	1	0
Ces3b	0	0	0
Ces4a	0	0	0
Cetn1	0	0	0
Cfap52	2	2	0
Cfap58	0	0	0
Cfap97d1	1	1	0
Cfap97d2	4	4	0
Cfd	0	0	0
Cfhr1	0	0	0
Cfhr2	0	0	0
Cfi	0	0	0
Cga	0	0	0
Ch25h	3	3	0
Chil3	0	0	0
Chil4	0	0	0
Chil6	0	0	0
Chit1	0	0	0
Chrna10	0	0	0
Chrna5	12	12	0
Chrna9	0	0	0
Chrnd	0	0	0
Chrng	0	0	0
Chst13	1	1	0
Chst4	0	0	0
Cib3	0	0	0
Cib4	0	0	0
Cidec	0	0	0
Ckmt2	0	0	0
Clca1	0	0	0
Clca2	0	0	0
Clca3a1	1	1	0
Clca3a2	0	0	0
Clca3b	0	0	0
Clca4a	0	0	0
Clca4b	0	0	0
Clcnka	0	0	0
Cldn1	2	2	0
Cldn13	0	0	0
Cldn16	0	0	0
Cldn17	0	0	0
Cldn24	0	0	0
Cldn3	1	1	0
Cldn34a	0	0	0
Cldn34b1	0	0	0
Cldn34b3	0	0	0
Cldn34b4	0	0	0
Cldn34c4	0	0	0
Cldn34d	0	0	0
Cldn4	0	0	0
Cldn6	0	0	0
Cldn7	0	0	0
Clec12b	0	0	0
Clec2e	0	0	0
Clec2f	0	0	0
Clec2g	0	0	0
Clec2h	0	0	0
Clec2i	0	0	0
Clec3a	0	0	0
Clec4a1	0	0	0
Clec4a2	3	3	0
Clec4a3	0	0	0
Clec4a4	0	0	0
Clec4b1	0	0	0
Clec4b2	0	0	0
Clec4d	0	0	0
Clec4e	0	0	0
Clec4f	0	0	0
Clec4g	0	0	0
Clec4n	0	0	0
Clps	0	0	0
Clpsl2	0	0	0
Clrn3	0	0	0
Cltrn	0	0	0
Cma2	0	0	0
Cmtm2a	0	0	0
Cmtm2b	0	0	0
Cnfn	0	0	0
Cnga1	0	0	0
Cngb3	0	0	0
Cntnap3	28	28	0
Col10a1	0	0	0
Col17a1	0	0	0
Col5a3	5	5	0
Colec10	0	0	0
Corin	0	0	0
Cort	0	0	0
Cox8c	0	0	0
Cp	17	17	0
Cpa1	0	0	0
Cpa3	0	0	0
Cpa4	0	0	0
Cpb2	0	0	0
Cpn1	0	0	0
Cpxcr1	0	0	0
Cpz	0	0	0
Cracr2a	1	1	0
Crb2	9	9	0
Crct1	0	0	0
Crisp2	1	1	0
Crisp3	0	0	0
Crisp4	0	0	0
Crnn	0	0	0
Crocc2	0	0	0
Crp	1	1	0
Crx	0	0	0
Cryaa	0	0	0
Crybb2	0	0	0
Crybg2	0	0	0
Crygb	0	0	0
Crygc	0	0	0
Crygd	0	0	0
Crygs	0	0	0
Csf2	0	0	0
Csf3	0	0	0
Csn1s1	0	0	0
Csn1s2a	0	0	0
Csn2	0	0	0
Csn3	0	0	0
Csnka2ip	1	1	0
Cst10	0	0	0
Cst11	0	0	0
Cst12	0	0	0
Cst13	0	0	0
Cst8	0	0	0
Cst9	0	0	0
Csta1	0	0	0
Csta3	0	0	0
Cstdc1	0	0	0
Cstdc2	0	0	0
Ctag2	0	0	0
Ctcfl	0	0	0
Ctf2	0	0	0
Ctrc	0	0	0
Cts3	0	0	0
Cts6	0	0	0
Cts7	0	0	0
Cts8	0	0	0
Ctsg	0	0	0
Ctsj	0	0	0
Ctsll3	0	0	0
Ctsm	0	0	0
Ctsq	0	0	0
Ctsr	0	0	0
Ctsw	1	1	0
Cux2	40	40	0
Cxcl10	6	6	0
Cxcl13	0	0	0
Cxcl15	0	0	0
Cxcl3	0	0	0
Cxcl9	0	0	0
Cxcr1	0	0	0
Cxcr2	0	0	0
Cxcr3	0	0	0
Cxcr5	0	0	0
Cylc1	0	0	0
Cylc2	0	0	0
Cyp11b1	0	0	0
Cyp11b2	0	0	0
Cyp1a2	0	0	0
Cyp24a1	1	1	0
Cyp26a1	0	0	0
Cyp2a4	0	0	0
Cyp2ab1	1	1	0
Cyp2b13	0	0	0
Cyp2b19	0	0	0
Cyp2b23	0	0	0
Cyp2c23	0	0	0
Cyp2c29	0	0	0
Cyp2c54	0	0	0
Cyp2c66	0	0	0
Cyp2c68	0	0	0
Cyp2c69	0	0	0
Cyp2d10	0	0	0
Cyp2d12	0	0	0
Cyp2d34	0	0	0
Cyp2e1	1	1	0
Cyp2f2	0	0	0
Cyp2j11	0	0	0
Cyp2j13	0	0	0
Cyp2j5	0	0	0
Cyp2j7	0	0	0
Cyp2r1	0	0	0
Cyp2t4	0	0	0
Cyp2w1	0	0	0
Cyp3a11	0	0	0
Cyp3a16	0	0	0
Cyp3a44	0	0	0
Cyp3a57	0	0	0
Cyp3a59	0	0	0
Cyp4a12b	0	0	0
Cyp4a14	0	0	0
Cyp4a29	0	0	0
Cyp4a30b	0	0	0
Cyp4a32	0	0	0
Cyp4b1	0	0	0
Cyp4f18	0	0	0
Cyp4f37	0	0	0
Cyp4f39	1	1	0
Cyp7a1	0	0	0
Cyp8b1	0	0	0
Cypt1	0	0	0
Cypt12	0	0	0
Cypt14	0	0	0
Cypt15	0	0	0
Cypt2	0	0	0
Cypt4	0	0	0
Cytl1	2	2	0
D1Pas1	0	0	0
D5Ertd577e	0	0	0
Dapk2	7	7	0
Dapl1	1	1	0
Dbx1	0	0	0
Dcdc2a	0	0	0
Dcdc2c	1	1	0
Dcpp1	0	0	0
Dcpp2	0	0	0
Dcpp3	0	0	0
Ddi1	0	0	0
Ddx3y	0	0	0
Defa21	0	0	0
Defa24	0	0	0
Defa25	0	0	0
Defa26	0	0	0
Defa28	0	0	0
Defb10	0	0	0
Defb11	0	0	0
Defb12	0	0	0
Defb14	0	0	0
Defb15	0	0	0
Defb18	0	0	0
Defb19	0	0	0
Defb2	0	0	0
Defb20	1	1	0
Defb21	0	0	0
Defb22	0	0	0
Defb23	0	0	0
Defb26	0	0	0
Defb28	0	0	0
Defb29	0	0	0
Defb3	0	0	0
Defb30	0	0	0
Defb33	0	0	0
Defb35	0	0	0
Defb36	0	0	0
Defb37	0	0	0
Defb38	0	0	0
Defb39	0	0	0
Defb4	0	0	0
Defb40	0	0	0
Defb42	0	0	0
Defb45	0	0	0
Defb46	0	0	0
Defb48	0	0	0
Defb5	0	0	0
Defb6	0	0	0
Defb7	0	0	0
Defb8	0	0	0
Depdc1a	1	1	0
Dhrs9	0	0	0
Dimt1	0	0	0
Dio1	0	0	0
Dkk1	0	0	0
Dkk4	0	0	0
Dlx1	8	8	0
Dmbt1	0	0	0
Dmrt1	0	0	0
Dmrt2	0	0	0
Dmrtc1b	0	0	0
Dmrtc2	0	0	0
Dnah11	0	0	0
Dnajb7	1	1	0
Dnajb8	0	0	0
Dnajc5g	0	0	0
Dnali1	3	3	0
Dnase1	0	0	0
Dnmt3c	0	0	0
Doxl1	0	0	0
Doxl2	0	0	0
Dpep1	0	0	0
Dpep2	0	0	0
Dpep2nb	0	0	0
Dpep3	0	0	0
Dppa1	0	0	0
Dppa2	0	0	0
Dppa3	0	0	0
Dppa4	0	0	0
Dppa5a	0	0	0
Dsc1	0	0	0
Dscc1	4	4	0
Dsg4	0	0	0
Dthd1	0	0	0
Dtl	6	6	0
Duox2	0	0	0
Duoxa2	0	0	0
Dupd1	0	0	0
Dusp21	0	0	0
Duxf3	0	0	0
Dynlt1a	0	0	0
Dyrk4	0	0	0
E030018B13Rik	0	0	0
E130116L18Rik	0	0	0
E130208F15Rik	0	0	0
E2f8	0	0	0
E330014E10Rik	0	0	0
E330017A01Rik	0	0	0
E330021D16Rik	0	0	0
E330034G19Rik	0	0	0
Ear14	0	0	0
Ear6	0	0	0
Ears2	18	18	0
Eddm3b	0	0	0
Eef1akmt3	0	0	0
Efcab3	0	0	0
Efhb	0	0	0
Eid2b	19	19	0
Eif2s3y	0	0	0
Eif4e1b	0	0	0
Elane	0	0	0
Ell3	0	0	0
Elob	0	0	0
Enam	0	0	0
Enpp3	0	0	0
Enpp7	0	0	0
Enthd1	0	0	0
Epb42	0	0	0
Epgn	0	0	0
Ephx3	1	1	0
Epp13	0	0	0
Eppin	0	0	0
Eps8l3	0	0	0
Epyc	0	0	0
Eras	0	0	0
Ereg	0	0	0
Erfe	0	0	0
Erich2	0	0	0
Erich6b	0	0	0
Esco2	0	0	0
Esp1	0	0	0
Esp15	0	0	0
Esp16	0	0	0
Esp22	0	0	0
Esp23	0	0	0
Esp24	0	0	0
Esp3	0	0	0
Esp31	0	0	0
Esp34	0	0	0
Esp36	0	0	0
Esp38	0	0	0
Esp4	0	0	0
Esp6	0	0	0
Esp8	0	0	0
Esrp1	0	0	0
Esx1	0	0	0
Etd	0	0	0
Etv2	0	0	0
ETV3L	1	1	0
Exo1	0	0	0
F13b	0	0	0
F7	0	0	0
F830016B08Rik	0	0	0
F830045P16Rik	0	0	0
F9	1	1	0
Fabp1	0	0	0
Fabp12	0	0	0
Fabp2	0	0	0
Fabp4	0	0	0
Fabp9	0	0	0
Faiml	0	0	0
Fam122c	0	0	0
Fam162b	0	0	0
Fam167a	1	1	0
Fam167b	3	3	0
Fam170a	0	0	0
Fam170b	0	0	0
Fam180a	0	0	0
Fam205a1	0	0	0
Fam220a	0	0	0
Fam227b	0	0	0
Fam229a	0	0	0
Fam240a	0	0	0
Fam240b	0	0	0
Fam243	0	0	0
Fam24a	0	0	0
Fam47c	0	0	0
Fam47e	0	0	0
Fam71a	0	0	0
Fam71b	0	0	0
Fam71f1	0	0	0
Fam83a	0	0	0
Fam83c	0	0	0
Fam90a1a	0	0	0
Fam90a1b	0	0	0
Fasl	2	2	0
Fat2	1	1	0
Fbln7	4	4	0
Fbp2	0	0	0
Fbxl13	0	0	0
Fbxw13	0	0	0
Fbxw15	0	0	0
Fbxw16	0	0	0
Fbxw19	0	0	0
Fbxw20	0	0	0
Fbxw21	0	0	0
Fbxw22	0	0	0
Fbxw24	0	0	0
Fbxw25	0	0	0
Fbxw27	0	0	0
Fbxw28	0	0	0
Fcer1a	0	0	0
Fcer2a	0	0	0
Fcgbp	0	0	0
Fcmr	0	0	0
Fcrl5	0	0	0
Fcrl6	0	0	0
Fcrla	0	0	0
Fer1l4	0	0	0
Fer1l5	0	0	0
Fermt1	0	0	0
Fezf1	0	0	0
Ffar1	0	0	0
Ffar2	0	0	0
Ffar3	0	0	0
Ffar4	0	0	0
Fgf23	0	0	0
Fgf3	0	0	0
Fgf4	0	0	0
Fgf6	0	0	0
Fgg	0	0	0
Fgl1	0	0	0
Filip1	0	0	0
Fitm1	0	0	0
Flacc1	0	0	0
Flg	0	0	0
Flg2	0	0	0
Fmo3	0	0	0
Fmo6	0	0	0
Fmo9	0	0	0
Fmr1nb	0	0	0
Fndc3c1	0	0	0
Fndc7	0	0	0
Fndc8	0	0	0
Foxa3	0	0	0
Foxb2	0	0	0
Foxd3	0	0	0
Foxd4	0	0	0
Foxe1	0	0	0
Foxe3	0	0	0
Foxf1	3	3	0
Foxh1	0	0	0
Foxi3	0	0	0
Foxn1	0	0	0
Foxn4	0	0	0
Foxp3	0	0	0
Foxr1	0	0	0
Fpr-rs3	0	0	0
Fpr-rs4	0	0	0
Fpr-rs6	0	0	0
Fpr-rs7	0	0	0
Fpr3	0	0	0
Fryl	0	0	0
Fscn3	0	0	0
Fsd2	0	0	0
Fshb	0	0	0
Fshr	0	0	0
Fsip2	0	0	0
Fstl3	0	0	0
Ftcd	0	0	0
Fthl17a	0	0	0
Ftmt	0	0	0
Fxyd4	0	0	0
Fyb2	8	8	0
G6pc	0	0	0
G6pc2	0	0	0
Gabra6	0	0	0
Gabre	0	0	0
Gabrp	0	0	0
Gabrr1	3	3	0
Gabrr3	0	0	0
Galnt5	0	0	0
Galntl5	0	0	0
Galp	0	0	0
Galr2	0	0	0
Galr3	0	0	0
Gapdh	0	0	0
Gas2l2	0	0	0
Gast	0	0	0
Gata4	0	0	0
Gata5	0	0	0
Gata6	0	0	0
Gbp8	1	1	0
Gbp9	12	12	0
